Date,Open,High,Low,Close,Volume,return_1d,return_5d,realized_vol_20d
2021-04-30,329.482,331.982,328.844,329.768,39218284,-0.006552329767460119,-0.004197392181375825,0.14675157883734016
2021-05-03,330.973,331.728,327.551,328.003,30471635,-0.005352247640765584,-0.015933924167601865,0.13257868398051448
2021-05-04,325.435,325.755,318.267,322.102,66772714,-0.017990689109550817,-0.029444909815171005,0.148435734897411
2021-05-05,324.162,325.03,320.238,321.024,47372709,-0.0033467659312887976,-0.029397092037116046,0.14856397884495473
2021-05-06,320.757,323.603,318.503,323.444,47982532,0.007538377192982448,-0.02560379342236463,0.14615710172792662
2021-05-07,326.229,328.453,323.623,326.062,54655172,0.008094136852129008,-0.011238203828145776,0.14752452003036232
2021-05-10,324.679,324.857,317.621,317.826,62215241,-0.025258999822119654,-0.031027155239433668,0.17196813270676337
2021-05-11,311.915,318.189,311.248,317.386,73759462,-0.0013844053035309,-0.014641324797734723,0.1647013983721521
2021-05-12,312.435,314.767,308.299,309.17,93439873,-0.025886460020290825,-0.03692558811802227,0.18206351933905976
2021-05-13,312.131,314.552,309.18,311.562,71621564,0.007736843807613969,-0.03673588009052575,0.17400259104175936
2021-05-14,314.748,319.355,314.239,318.444,45477268,0.022088701446261183,-0.02336365476504465,0.19563762559220244
2021-05-17,316.719,318.424,313.62,316.504,40378100,-0.006092122947833789,-0.004159508661972233,0.19449802188605372
2021-05-18,317.464,318.699,314.101,314.375,37440022,-0.006726613249753655,-0.009486870876472264,0.19430732314902258
2021-05-19,308.946,315.042,308.592,314.739,67974101,0.0011578528827036472,0.018012743797910513,0.19066080542205324
2021-05-20,316.218,321.689,316.015,320.827,47625697,0.01934301119340165,0.029737259357687895,0.20190859192279903
2021-05-21,322.386,322.806,318.691,319.042,51586443,-0.005563746193431474,0.0018778811973219067,0.1960201183931043
2021-05-24,321.354,325.543,318.934,324.412,33286203,0.016831639721416103,0.024985466218436336,0.20503277070775
2021-05-25,325.934,326.65,323.688,324.867,32060915,0.0014025375140254148,0.03337415506958252,0.20491103928003618
2021-05-26,325.534,326.462,324.848,325.993,26079909,0.0034660337922902684,0.03575661103326899,0.20528847817784218
2021-05-27,325.543,326.392,324.572,324.778,28628784,-0.003727073894224664,0.012315048297057318,0.20492188419602517
2021-05-28,325.983,327.395,325.475,325.795,30674288,0.0031313697356347703,0.02116649218598199,0.20433096676895685
2021-06-01,327.128,327.601,323.365,324.719,31922657,-0.0033026903420863007,0.0009463275094632184,0.20381789332237052
2021-06-02,325.129,326.2,323.632,325.346,22598145,0.0019309002552976295,0.001474449543967138,0.1930271444663315
2021-06-03,322.502,323.786,320.288,321.963,37982603,-0.010398160727348671,-0.012362228636811134,0.1965169290431509
2021-06-04,323.776,327.874,323.707,327.425,39703214,0.016964682277156085,0.00815018258625888,0.20388388815873443
2021-06-07,326.884,328.463,326.2,328.404,33425680,0.002989997709399006,0.008008103255114252,0.20222381813355128
2021-06-08,330.158,331.032,326.865,328.562,27963660,0.0004811147245467051,0.011834847976250229,0.17804189816066016
2021-06-09,329.944,330.717,328.453,328.639,22021485,0.00023435455104370284,0.010121532153461343,0.17775977831101145
2021-06-10,328.983,332.168,328.532,332.07,34543102,0.010440026898816068,0.03139180589073898,0.1467780117287947
2021-06-11,332.08,332.944,331.423,332.934,21752445,0.0026018610533924402,0.016825227151256117,0.14599719396909994
2021-06-14,333.364,336.128,332.168,336.118,28522156,0.009563457021511734,0.023489360665521763,0.13065296681437308
2021-06-15,335.766,336.08,333.207,333.931,36861256,-0.0065066435001993606,0.016340903695497344,0.13103220526128156
2021-06-16,334.385,335.461,329.238,332.707,56782033,-0.0036654278877971125,0.012378323935990476,0.128533176748751
2021-06-17,331.699,337.953,331.649,336.933,61213079,0.012701866807731665,0.014644502665100756,0.13295109815536213
2021-06-18,335.258,336.415,333.543,334.277,56797739,-0.007882872856027734,0.004033832531372461,0.12463882697221969
2021-06-21,334.473,336.687,332.258,336.365,33776502,0.006246316677486208,0.0007348609714445953,0.12204991232530715
